53 57 47 40 32 2F 2C 2E 32 35 3E 41 49 4B 47 40 2A 25 19 18 14 15 13 14 17 1A 25 2C 48 52 62 5E 46 3F 32 33 2E 30 31 34 3C 41 4B 51 55 53 3D 38 23 21 17 16 13 16 13 14 15 18 1B 21 30 39 56 60 65 5B 42 3A 2E 2D 2B 2E 2C 30 31 33 3C 3E 49 4D 57 56 44 3B 27 23 19 18 15 14 12 13 11 13 13 14 16 19 1C 21 2D 36 4F 54 61 61 4B 45 32 31 29 2A 28 2A 29 2A 29 2B 2C 30 34 38 43 46 4D 4E 4D 4A 39 33 23 21 19 18 15 13 12 12 11 11 11 11 10 12 11 12 13 14 14 17 19 1A 21 25 2D 32 40 48 4D 50 4F 4B 41 3C 30 2D 24 23 20 21 20 20 20 21 21 22 1F 20 1D 1F 1D 1F 1F 21 23 25 28 2C 2D 31 30 33 30 32 2F 2F 28 29 25 24 1D 1E 19 1A 15 15 13 13 10 12 0E 10 0E 10 0D 0E 0D 0D 0B 0C 0A 0C 0B 0B 0A 0B 0A 0C 0A 0B 0A 0B 0A 0B 09 0A 09 0B 09 0B 09 0A 09 0A 09 0A 08 09 09 0A 09 09 08 0A 08 09 08 0A 08 09 07 09 09 09 08 09 08 09 08 09 07 08 08 09 07 09 07 08 07 09 07 09 07 08 07 08 08 08 07 07 07 08 06 07 06 08 07 08 06 07 06 08 07 07 07 07 06 07 06 07 06 07 06 08 06 07 06 07 06 07 06 08 06 08 06 08 07 08 06 07 06 07 06 07 06 07 06 07 07 08 06 08 07 08 07 08 07 08 06 07 07 07 07 07 07 08 06 09 06 07 07 08 06 08 06 08 06 07 06 07 06 08 06 07 06 08 07 07 06 08 06 07 07 08 06 07 06 07 06 07 06 07 05 07 05 07 06 06 06 07 05 07 05 07 05 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 05 07 05 07 05 06 06 08 06 07 06 07 05 07 05 06 05 07 06 07 07 07 06 07 06 07 05 07 06 08 06 06 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 05 07 06 07 06 07 06 07 05 07 06 07 05 07 05 07 06 08 06 07 06 06 06 07 05 08 06 07 05 07 06 07 06 07 05 07 05 07 05 07 06 07 05 07 05 07 06 07 06 07 06 07 06 08 06 07 06 07 05 06 05 07 06 08 06 07 06 07 06 07 06 07 07 07 06 07 06 07 06 07 06 06 06 07 05 07 06 07 06 08 06 07 06 07 06 07 06 07 06 07 05 07 06 07 05 07 06 07 06 07 06 07 06 07 06 07 06 08 06 08 06 07 06 07 06 07 06 08 06 07 05 07 06 07 06 07 06 07 05 07 06 06 06 07 05 08 06 07 06 06 06 07 06 07 
59 57 3B 37 2F 2F 2C 30 34 38 40 42 48 4A 39 36 1F 1F 15 16 12 14 15 17 19 20 2F 3B 57 63 56 4F 39 36 2F 30 2F 33 35 3B 42 48 50 53 50 49 30 2B 1A 1B 14 15 12 13 12 15 17 1C 23 29 42 4C 62 6A 4E 48 33 32 29 2D 2D 2D 2D 2F 37 38 44 4A 50 52 50 49 32 2E 1B 1C 15 16 11 13 11 13 11 14 13 15 18 1D 26 2A 40 4A 60 67 54 4C 38 34 29 2B 27 2A 29 2B 29 2B 2A 2F 31 37 3C 44 4B 52 4B 4B 3E 39 25 24 18 1A 15 15 11 12 10 11 0F 11 0F 12 10 13 11 14 14 17 18 1B 1E 24 2C 31 3E 45 4B 50 51 52 41 40 2E 2C 25 25 1F 22 1D 21 1F 20 22 21 1E 1F 1C 20 1D 1F 20 23 26 28 27 2D 2F 31 31 35 30 35 2E 2F 28 29 21 21 1B 1B 16 18 13 15 11 12 0F 11 0D 0E 0C 0E 0B 0D 0B 0C 0A 0D 09 0C 09 0B 09 0C 09 0B 09 0B 0A 0A 09 0C 08 0A 08 0B 08 0A 08 0B 09 0A 08 0A 08 0A 09 0A 08 0B 08 0A 08 0A 07 09 07 0A 08 0A 07 0A 07 0A 06 09 07 0A 06 09 06 09 06 08 07 08 07 09 06 08 06 08 06 09 06 08 06 08 06 07 05 09 06 08 05 08 05 08 05 08 05 07 05 08 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 08 05 07 05 07 06 07 05 07 05 07 05 07 04 07 04 07 05 07 04 07 05 08 05 07 05 08 05 08 06 07 05 08 05 08 06 08 05 07 05 07 05 07 05 07 06 07 05 07 07 07 05 07 05 07 05 07 06 07 06 07 05 07 05 07 05 08 05 07 04 07 05 07 04 07 05 07 05 07 04 06 05 07 05 06 05 07 04 06 04 07 05 07 04 07 06 06 05 08 05 07 05 06 04 07 05 07 05 07 04 07 04 07 05 07 05 07 04 07 05 07 04 07 05 06 04 07 04 07 05 06 05 07 05 06 04 06 04 07 04 07 05 07 05 06 04 07 05 06 05 06 04 07 04 06 05 07 05 07 04 07 04 07 05 07 04 06 05 06 04 07 05 07 04 06 04 07 04 07 04 07 04 07 05 07 05 06 04 07 04 06 05 07 04 07 05 07 05 06 05 06 04 07 04 07 04 07 05 06 05 06 04 06 04 07 04 07 05 08 05 07 05 07 05 07 04 07 05 07 04 07 04 07 05 07 05 06 04 06 04 06 05 06 04 06 05 07 05 06 05 07 05 07 04 07 04 07 05 07 04 07 04 07 05 07 04 06 05 08 05 07 04 07 04 07 04 07 05 07 05 06 04 07 06 09 04 08 05 07 04 07 05 07 05 07 04 08 05 07 04 07 04 08 05 07 05 07 05 07 04 07 05 07 05 08 05 07 06 07 05 07 
3E 38 2F 2E 2E 30 36 3A 42 44 49 4C 3E 37 23 1E 17 17 14 14 14 17 1C 21 33 3B 58 65 57 53 39 35 33 31 33 31 38 3C 43 49 51 53 4C 45 2E 28 1C 1B 15 15 13 14 15 16 1A 20 2B 31 50 57 66 63 48 41 33 33 2D 2E 2E 30 30 32 3A 41 49 4E 54 59 47 40 29 26 1A 1A 14 15 13 14 14 13 13 17 17 1A 1F 24 31 3D 55 5C 65 60 46 42 2F 2C 2B 28 2A 2B 2B 2C 2C 2C 30 34 3D 3F 48 4E 53 53 46 42 2F 2B 1E 1D 17 16 13 14 12 13 12 12 11 12 12 14 14 16 15 17 1A 1E 22 26 30 36 47 4B 5A 5A 53 4D 3F 3B 2E 2A 25 24 20 23 21 23 23 23 23 23 20 21 20 22 23 25 26 2B 2C 30 34 34 38 3A 38 39 34 32 2C 2D 25 24 1F 1F 19 1A 15 14 11 12 10 11 0E 0F 0D 0F 0D 0F 0C 0E 0D 0C 0C 0C 0C 0D 0B 0C 0B 0D 0C 0D 0C 0C 0B 0C 0B 0D 0B 0C 0B 0C 0B 0C 0B 0C 0C 0B 0B 0B 0B 0C 0A 0C 0B 0C 0A 0C 0B 0C 0B 0C 0B 0C 0B 0C 0A 0C 0A 0B 0B 0B 09 0B 0A 0B 09 0A 0A 0A 09 0A 0A 0A 08 0A 09 0A 09 09 08 09 08 09 09 09 07 09 07 09 08 09 08 08 07 09 08 09 07 09 06 08 06 08 06 08 08 08 07 08 07 08 06 08 06 08 06 07 06 07 06 08 07 08 06 07 06 08 06 08 06 07 06 07 06 07 06 08 06 08 06 07 06 08 07 07 07 07 07 08 07 08 07 08 07 08 07 08 08 08 06 08 07 08 06 07 07 08 06 07 07 08 07 08 06 08 06 07 06 08 07 07 07 08 07 08 07 08 07 07 06 07 06 08 07 06 06 08 06 08 06 07 05 07 06 07 05 07 06 07 06 07 06 07 08 07 06 07 07 07 06 07 06 07 06 08 06 07 06 07 06 08 06 07 07 08 06 07 06 07 06 07 06 08 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 07 06 08 06 07 05 08 06 07 06 07 06 07 07 07 06 08 06 07 06 07 06 07 06 08 06 06 06 07 06 07 06 07 06 07 06 06 05 08 06 07 06 07 06 07 06 07 05 07 06 07 06 08 07 07 06 07 06 07 06 07 06 07 06 07 06 08 06 08 06 07 06 07 06 06 06 07 06 07 06 07 07 07 06 08 06 07 06 07 06 07 06 08 06 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 07 05 07 06 08 06 07 06 07 07 07 07 07 06 07 06 08 06 08 06 08 06 08 06 07 06 07 06 08 06 08 06 07 06 08 06 07 06 07 06 08 06 08 06 07 07 08 06 08 06 07 06 08 06 07 06 07 06 07 06 07 06 08 07 07 06 07 06 08 06 08 
34 32 2E 2F 2F 31 38 40 46 49 4A 47 2F 29 1B 19 12 14 14 15 16 1A 21 28 40 4F 5D 5C 47 41 31 33 2D 31 31 35 3B 3F 4C 4F 50 53 3E 3A 21 20 15 17 12 15 12 15 14 1A 1F 24 36 44 5D 67 5B 51 39 36 2B 2F 29 2F 2E 30 33 3A 43 4C 50 53 51 50 38 2F 1F 1D 15 17 11 13 10 14 13 15 13 18 1B 1F 29 32 44 53 64 66 51 4C 36 35 2A 2A 27 2A 2A 2E 2A 2E 2D 32 38 3F 45 49 4E 52 4A 48 33 30 21 1F 15 18 12 13 10 12 10 12 10 12 10 12 12 14 14 18 18 1B 1F 24 32 37 46 4D 58 5B 56 55 41 3D 2D 2D 23 24 20 22 20 22 22 23 22 21 20 21 21 22 22 27 28 2B 2E 33 32 3A 39 3E 39 3C 34 35 2C 2E 22 22 1C 1C 17 18 13 16 10 12 0F 0F 0D 0F 0D 0F 0C 0E 0B 0E 0B 0E 0A 0D 0B 0D 0A 0D 0B 0C 0A 0C 0A 0C 0A 0C 0A 0D 0A 0C 0B 0E 0B 0D 0A 0D 0A 0C 0A 0D 0B 0D 0B 0D 0B 0D 0B 0D 0B 0C 0A 0C 0A 0C 0A 0D 09 0C 0A 0C 0A 0C 0A 0B 09 0C 09 0C 09 0A 09 0B 08 0A 08 0A 08 0A 08 0B 08 0A 07 09 07 09 07 09 07 09 06 09 07 09 06 09 07 08 06 09 06 07 06 08 05 08 05 08 06 08 05 07 06 07 05 08 05 07 05 07 05 08 05 08 05 07 05 08 05 07 06 07 05 07 05 07 04 07 04 07 05 07 04 08 05 07 04 07 05 07 05 07 06 07 05 08 05 08 05 07 06 08 05 07 06 07 05 07 05 08 05 08 05 08 06 07 06 08 05 08 05 08 05 08 06 08 06 08 05 07 05 07 05 07 05 07 05 07 05 06 05 07 05 07 05 07 04 07 05 07 04 07 05 07 05 07 05 08 05 07 05 08 05 08 06 07 05 07 04 07 04 07 05 06 04 07 05 07 05 07 04 07 05 07 05 07 04 07 05 06 04 07 04 07 04 07 05 07 04 06 05 07 04 08 05 07 05 07 04 07 04 07 04 06 05 07 04 07 05 07 05 07 04 07 04 08 04 07 05 07 05 07 05 07 04 07 05 07 05 07 05 07 05 07 05 06 07 07 05 08 04 07 05 07 05 06 04 07 04 07 05 06 05 06 05 07 05 07 05 07 04 06 04 07 04 07 05 07 04 07 04 07 05 07 05 07 04 07 05 07 05 07 05 08 05 07 04 07 05 07 05 07 05 08 04 07 05 06 06 07 05 06 05 07 05 07 05 07 05 07 05 07 05 07 05 06 05 07 05 07 04 07 05 06 05 07 05 07 04 06 05 07 05 07 05 07 05 07 05 07 05 07 04 07 05 08 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 08 05 07 06 07 05 07 05 07 
2D 2D 2F 34 39 3F 43 47 48 49 34 2D 1D 1B 14 15 15 15 16 1A 24 29 45 52 5E 5E 44 42 32 33 2F 30 34 37 3F 42 4C 51 53 53 3E 34 22 1F 17 16 13 14 15 14 18 19 22 27 3F 4A 64 65 53 4D 38 35 2E 2F 2E 30 32 31 39 3E 49 4C 55 57 50 47 31 2A 1E 1B 15 16 14 14 13 14 14 16 17 1A 20 25 36 3C 57 64 61 5C 41 3C 2E 2D 29 2A 2B 2D 2D 2D 2D 2E 36 39 44 45 4E 54 52 4D 3E 3A 27 25 1A 19 15 15 11 13 11 12 11 12 12 13 13 14 15 16 19 1D 22 26 32 38 4A 53 5D 5E 56 54 3E 3A 2D 2B 23 23 23 23 21 24 23 26 23 24 21 23 24 24 28 29 30 32 36 3C 40 3F 3F 40 3C 3A 32 31 28 27 1F 20 18 19 16 15 12 13 11 11 0F 10 0E 0F 0E 0F 0D 0E 0C 0E 0C 0E 0C 0E 0C 0E 0C 0E 0C 0E 0D 0E 0E 0F 0D 0D 0D 0F 0D 0F 0D 10 0E 0F 0E 10 0F 10 0F 10 0F 11 0F 11 10 12 0F 12 11 11 11 12 10 10 10 11 10 0F 0F 10 0E 0F 0E 10 0D 0F 0E 0F 0D 0E 0D 0E 0B 0E 0C 0D 0B 0D 0B 0C 0A 0C 0A 0C 0B 0B 09 0B 0A 0B 09 0B 09 0A 09 0B 09 0A 08 09 09 0A 09 09 09 0A 08 09 07 0A 08 09 07 08 06 08 07 09 07 08 07 08 07 07 07 08 06 08 07 08 06 08 07 08 06 08 07 08 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 06 08 06 07 08 07 07 07 07 08 06 07 06 08 07 09 06 08 07 08 07 08 06 08 07 08 07 07 06 07 07 08 07 07 06 07 06 08 07 07 06 08 06 08 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 05 07 06 07 06 08 07 08 06 07 06 08 06 07 06 07 06 08 06 08 06 07 06 07 06 07 06 07 05 07 06 07 05 07 06 07 06 07 05 07 06 07 06 08 06 07 06 07 06 08 06 07 06 07 06 07 06 06 07 07 06 07 06 07 06 07 06 07 06 07 05 08 06 07 06 07 06 07 06 07 05 07 06 07 05 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 07 05 07 06 08 06 07 06 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 05 08 06 07 05 07 05 07 06 07 07 07 07 07 06 08 06 07 06 07 06 07 05 07 05 07 07 07 06 07 06 07 06 07 06 07 06 06 06 08 06 07 06 07 06 07 05 08 06 08 06 07 06 07 07 07 06 07 06 07 07 07 06 08 06 07 07 07 06 07 06 07 06 07 06 07 06 07 06 07 07 07 06 07 06 08 06 07 
2C 31 31 39 3D 43 47 49 43 3D 26 21 17 18 12 14 13 16 18 1D 2F 36 53 5B 5A 51 39 39 31 32 2E 31 35 3C 42 48 52 55 4C 48 2D 29 1B 1C 14 14 14 15 14 17 1B 1F 2B 37 53 60 61 5D 41 3E 2F 30 2D 2F 2F 32 33 3A 3D 47 4E 54 53 53 3E 37 22 20 17 19 12 14 12 13 12 14 13 18 1B 1E 2A 32 48 50 62 66 4C 47 34 33 29 2A 28 2A 2A 2C 2C 30 2F 35 3C 42 47 4E 52 55 47 41 2B 29 1B 1C 15 15 11 13 11 12 0F 11 0F 12 11 13 13 16 18 1C 1F 25 2E 34 44 4E 59 60 58 59 41 3E 2D 2C 23 25 22 24 21 24 24 23 22 24 21 23 23 26 27 2B 2D 32 34 39 3D 42 41 41 3C 3B 31 30 25 25 1E 1E 17 18 13 15 11 12 0F 11 0E 0F 0D 0F 0C 0F 0C 0F 0C 0F 0C 0E 0B 0F 0C 0F 0C 0E 0B 0E 0C 0E 0C 0F 0C 0E 0D 11 0D 10 0E 10 0F 10 0E 11 0F 12 10 13 11 12 11 14 10 14 12 13 12 14 12 14 12 14 11 13 0F 13 10 11 0F 12 0F 10 0E 0F 0D 10 0D 0E 0C 0E 0C 0E 0C 0D 0B 0E 0B 0C 0A 0C 0A 0C 0A 0B 0A 0A 09 0A 09 0A 08 0A 09 0B 08 0A 08 09 08 0A 08 09 07 09 07 09 08 09 06 0A 06 09 06 08 06 09 06 08 06 08 06 08 06 07 06 09 05 08 06 08 05 07 05 07 05 07 05 07 05 08 05 07 04 07 04 07 04 07 05 08 04 07 05 07 05 07 05 07 05 07 05 08 05 07 05 09 06 07 06 08 05 08 05 08 05 07 05 08 05 07 05 08 05 08 05 08 05 07 06 08 06 07 05 07 06 08 05 08 05 08 05 07 05 07 05 07 05 07 05 06 05 07 05 07 04 07 04 07 04 07 04 07 04 07 05 07 05 07 06 07 04 07 04 07 05 07 05 07 05 07 05 07 05 07 05 08 04 07 05 07 05 07 04 07 04 06 04 07 04 07 04 07 04 07 04 06 05 07 04 06 05 07 04 07 05 07 05 07 04 08 04 07 04 07 04 07 04 07 04 07 05 07 04 06 05 07 04 07 04 06 04 07 05 07 04 07 04 07 04 06 04 06 05 07 05 07 05 07 05 08 05 07 04 07 05 06 05 07 04 07 04 07 04 07 05 07 05 06 04 07 05 07 04 07 04 07 04 06 05 07 04 07 04 07 04 07 04 07 05 07 05 06 05 07 05 07 05 07 04 07 04 07 04 07 05 07 05 08 04 07 05 07 04 07 06 07 05 07 05 07 04 07 05 07 04 07 05 07 05 06 05 07 04 07 05 07 05 07 04 07 05 07 04 07 05 07 05 07 05 07 05 07 05 07 06 08 04 08 05 07 05 07 05 08 04 07 04 07 05 07 05 07 05 07 05 07 
31 38 3E 3F 47 4A 48 40 29 24 19 19 15 15 14 16 1A 1F 2D 38 56 5E 58 4F 3D 39 33 33 31 34 3A 3E 46 4A 54 57 50 47 2E 29 1C 1B 16 16 14 16 16 19 1C 22 32 3C 5B 60 5F 57 3F 39 31 30 30 30 31 35 37 3C 43 48 52 55 53 51 36 30 20 1E 17 18 14 15 14 15 13 16 18 1A 20 24 37 40 5D 64 62 5F 41 3E 2F 31 2B 2C 2D 2E 2E 2E 2F 33 38 3C 46 4B 52 53 53 4D 38 32 23 20 18 17 14 14 12 12 12 13 12 12 13 14 14 16 18 1B 20 24 2E 34 45 4F 61 66 5F 56 45 40 2E 2C 25 27 22 25 24 26 27 26 25 26 24 25 28 29 2E 31 34 3A 3E 41 45 47 44 43 3B 37 31 2D 24 23 1D 1C 16 17 13 13 10 12 11 11 0F 11 0F 0F 0E 0F 0D 0F 0E 0F 0D 0F 0E 0F 0E 0F 0E 0F 10 10 10 11 10 11 11 13 12 14 15 15 15 16 17 17 19 1A 19 1A 1A 1C 1B 1B 1C 1D 1C 1D 1B 1C 1A 1C 1A 1A 1A 19 17 18 15 16 14 16 13 13 14 13 10 11 0F 12 10 10 10 10 0F 0F 0E 0F 0D 0E 0D 0F 0C 0D 0B 0C 0B 0C 0B 0B 0A 0B 0A 0B 0A 0B 0A 0B 0A 0A 0A 0B 0A 0B 09 0A 09 0A 0A 0A 09 0B 09 0A 09 0A 08 0A 08 09 08 0B 09 0A 08 0A 08 09 08 09 08 08 07 09 08 09 07 08 07 09 07 08 07 08 07 08 07 08 06 08 06 07 07 08 06 08 06 07 06 08 06 08 06 07 06 0A 06 07 06 07 06 08 06 08 06 08 06 07 08 08 07 07 07 07 07 09 07 08 07 08 07 08 07 07 07 08 07 08 07 08 06 08 06 08 07 08 07 08 06 08 06 08 06 07 06 07 07 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 06 07 06 08 07 07 06 08 07 08 07 07 06 08 06 07 06 07 05 08 06 08 07 07 06 07 07 07 06 07 06 08 06 08 06 07 06 07 06 07 07 07 06 07 06 06 06 08 06 07 06 08 06 08 06 07 06 07 07 07 06 07 06 07 06 07 06 07 06 07 07 07 06 07 05 07 06 07 06 07 07 07 07 07 06 07 06 07 06 07 06 07 06 07 07 07 06 07 06 07 06 07 06 08 06 08 07 07 06 07 06 08 06 07 06 07 06 08 06 07 06 08 06 07 06 08 06 07 06 08 06 08 06 08 06 07 07 07 06 07 07 07 06 07 06 08 07 07 06 07 06 07 06 08 06 08 06 07 06 07 06 07 06 08 06 08 06 07 07 07 06 08 06 08 06 07 06 07 06 08 07 07 06 07 06 07 07 08 06 07 06 07 06 08 07 07 06 07 06 08 06 07 06 07 06 07 06 08 06 07 07 08 07 08 06 07 06 07 06 08 06 08 
36 3C 3E 44 45 4A 38 33 1E 1D 15 16 12 15 14 18 1D 27 3C 4A 5F 5F 49 44 35 33 30 31 32 38 3E 42 4A 4F 51 55 3C 36 22 20 15 17 13 15 13 16 18 1C 21 2C 46 53 62 65 4D 49 36 34 2E 31 2F 30 32 38 3E 43 48 4E 51 55 45 40 26 25 19 1A 14 15 11 15 13 14 14 18 19 20 28 33 48 54 65 68 51 4B 33 33 2C 2D 2B 2C 2D 2F 2D 2F 34 3A 41 45 49 4F 50 53 3F 3C 27 24 1A 1A 13 16 10 13 10 12 11 13 12 14 12 16 15 1A 1E 22 27 2F 40 4A 5D 63 60 5E 48 43 2E 30 26 27 24 24 25 26 26 27 24 27 23 27 26 29 2D 30 32 39 3E 42 42 45 40 45 39 39 2D 2D 22 23 1A 1A 15 15 12 13 10 12 0D 11 0D 10 0D 0F 0D 10 0C 10 0C 0F 0D 0F 0E 0F 0D 10 0F 10 0F 11 0F 12 10 12 11 14 12 15 15 18 17 1A 18 1A 1B 1D 1D 1E 1E 20 1D 20 1E 20 1C 1E 1C 1F 1A 1C 17 1B 17 1A 16 17 14 17 12 15 12 13 11 12 0F 12 0F 10 0E 10 0E 10 0D 0F 0C 0F 0C 0F 0B 0D 0B 0D 0A 0C 0A 0C 0A 0C 09 0C 09 0C 09 0B 09 0B 09 0A 08 0A 08 0A 08 0A 07 0A 07 09 08 0A 08 0A 07 09 08 0A 07 0A 07 0A 06 09 06 09 07 0A 07 09 07 0A 07 09 06 09 06 09 07 09 06 09 06 08 06 08 06 08 05 08 06 08 06 08 05 07 05 07 05 07 05 07 05 08 05 07 04 07 05 06 05 06 05 07 05 07 05 07 05 07 06 08 05 08 05 07 06 07 06 07 05 07 05 08 05 07 06 07 06 07 05 07 05 07 06 07 06 08 05 07 06 07 05 08 05 08 05 07 05 07 04 06 05 07 05 07 05 08 04 07 05 06 05 06 04 07 05 07 05 06 05 07 05 07 05 07 05 07 04 07 04 08 06 07 04 07 05 07 05 08 04 07 05 07 06 07 04 07 05 07 04 07 04 07 05 07 06 06 05 07 05 06 04 07 04 07 05 08 05 07 05 07 05 07 05 07 04 07 05 07 05 07 04 07 05 07 04 07 05 06 05 07 05 07 05 07 04 08 04 07 05 06 05 07 06 07 04 07 05 07 05 08 05 07 05 07 05 07 05 07 05 07 04 07 04 07 05 07 05 07 05 07 05 07 05 08 05 07 05 07 04 07 05 07 05 07 04 06 05 06 05 07 05 07 04 07 05 07 05 06 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 06 07 05 07 05 07 05 07 04 07 05 08 05 07 05 07 05 07 05 07 04 07 05 07 05 08 05 07 04 07 05 08 05 07 05 07 05 08 05 08 05 07 06 08 05 07 
40 43 48 49 3D 37 20 1E 16 18 14 15 15 18 20 26 3C 48 5C 5F 4F 44 38 36 31 32 32 37 3F 42 4D 51 54 52 3D 38 24 21 18 17 15 16 14 16 19 1D 28 2F 4B 57 66 64 4A 45 34 32 30 2E 33 33 39 39 41 47 50 55 55 55 3F 38 24 22 1A 19 14 16 13 14 14 16 17 1A 20 25 34 3D 5C 64 65 5E 45 3D 32 32 2C 2C 2B 2E 2D 2F 32 35 3C 40 4C 4E 53 52 4A 47 32 2D 1E 1E 16 17 13 14 12 13 11 13 13 14 14 17 17 18 1C 21 29 2F 41 49 5F 65 64 60 48 45 33 30 28 28 26 28 25 2B 26 2A 27 27 26 28 2B 2C 31 36 39 3E 44 48 4B 4C 49 43 3A 37 29 29 20 20 19 18 14 15 13 13 11 12 10 10 0E 10 0F 10 0F 10 0E 10 0E 10 0F 11 0F 11 12 12 12 13 14 15 14 17 17 19 1B 1D 1D 20 20 24 23 26 25 27 28 28 28 28 27 26 24 26 22 23 1E 20 1D 1C 1B 1B 1A 18 15 18 14 15 14 14 12 14 12 12 10 12 10 12 10 12 0F 11 0F 10 0E 10 0F 0F 0E 0F 0D 0E 0D 0E 0D 0E 0C 0E 0C 0D 0B 0B 0C 0C 0B 0D 0B 0C 0B 0C 0B 0B 0A 0B 0A 0A 09 0A 0A 0A 09 0A 09 09 09 0A 09 09 09 09 08 09 08 09 09 09 08 08 09 09 08 09 08 09 08 0A 08 09 08 09 08 09 08 0A 08 09 07 09 08 08 07 09 07 09 08 08 07 08 07 07 07 08 07 07 07 07 07 07 06 07 07 07 06 08 06 07 06 07 06 08 07 07 06 07 06 07 06 07 06 07 06 08 06 08 07 08 06 08 06 08 07 08 07 08 07 08 07 08 07 08 07 08 06 07 06 08 06 08 07 08 06 08 07 08 06 07 07 07 07 07 06 08 06 07 07 07 06 07 06 08 06 07 05 07 06 08 05 08 05 07 06 07 07 07 06 07 06 07 06 07 06 07 06 07 06 08 07 07 06 08 06 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 07 07 07 07 05 07 06 07 06 07 06 07 06 08 06 07 06 07 07 07 06 07 05 07 06 07 06 07 06 08 05 07 06 07 06 08 07 07 06 07 06 07 06 07 06 07 06 07 06 08 05 07 06 07 06 07 07 07 06 07 05 07 05 07 06 06 06 07 06 08 06 07 05 07 06 07 06 07 06 07 05 07 06 07 06 07 06 07 06 08 07 07 06 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 06 07 06 07 06 07 06 08 06 07 05 07 06 07 06 07 06 08 06 08 06 07 07 07 06 07 07 07 07 07 06 08 06 08 06 07 06 07 06 07 06 08 06 07 06 07 
43 46 44 46 30 29 19 1B 14 16 12 15 17 1B 26 31 4F 5C 5C 57 3F 3D 33 33 2F 32 37 3D 44 4B 51 55 4C 47 2F 28 1B 1B 13 15 13 15 14 19 1E 23 34 3E 5C 66 5B 52 3B 37 30 32 2D 33 2F 36 3A 3E 4A 51 52 57 4C 48 2E 29 1A 1D 14 16 13 13 12 14 14 17 1A 1E 27 2F 49 55 63 6A 53 4A 34 35 2B 2F 2B 2C 2E 30 2E 31 36 3D 42 49 4E 51 4E 50 39 37 23 23 18 19 13 15 12 12 10 12 11 12 11 14 15 18 1B 1E 24 2B 3A 43 56 5E 65 67 50 4D 37 34 27 2A 25 28 25 29 27 29 27 29 26 29 29 2E 2F 34 39 3E 42 48 47 4A 44 43 3A 35 2B 29 1E 1F 16 17 13 16 10 13 0F 12 0E 0F 0E 10 0F 10 0D 10 0E 10 0E 10 0E 11 10 11 11 12 12 14 14 17 14 19 18 1B 1C 1F 22 24 24 28 26 29 27 2C 29 2C 29 2A 27 28 23 26 21 20 1C 1E 1B 1B 17 19 14 16 14 15 11 14 11 14 10 13 11 13 10 12 10 11 0E 12 0F 11 0F 11 0D 11 0D 10 0C 0F 0D 0F 0C 0E 0C 0F 0B 0D 0B 0D 0B 0D 0A 0C 0B 0C 09 0C 0A 0B 09 0B 09 0B 09 09 08 0A 07 0A 08 09 07 09 07 09 07 09 07 09 07 09 07 09 06 09 07 08 06 09 07 09 07 09 06 09 06 08 07 09 06 09 07 09 07 08 06 08 06 09 06 08 06 08 05 08 05 08 06 07 05 07 05 06 05 07 05 08 05 07 04 07 04 07 05 06 05 07 05 07 05 07 05 08 06 07 04 07 05 07 05 07 05 07 05 07 05 07 06 08 06 07 05 07 05 07 05 07 05 07 05 08 04 07 05 07 05 07 05 07 05 07 05 07 05 07 05 07 04 07 05 07 05 07 04 07 04 07 05 06 04 06 04 06 05 06 04 07 05 07 05 07 04 07 05 07 04 07 05 07 05 07 05 07 04 07 04 07 04 06 05 07 04 07 04 06 04 07 05 07 05 06 04 06 05 07 04 07 05 07 05 07 04 07 04 06 05 07 05 07 04 06 05 06 04 07 04 06 04 06 04 07 05 06 04 07 04 06 04 06 04 07 04 07 04 06 04 06 04 07 04 06 05 07 04 07 04 06 04 06 05 07 04 06 05 07 04 07 05 07 05 06 04 07 05 06 04 07 04 07 04 06 05 07 05 07 04 06 05 07 05 07 04 06 04 07 05 07 04 06 05 07 04 07 04 06 04 06 04 07 05 07 04 07 05 07 04 06 05 07 05 06 05 07 05 07 05 07 05 07 05 07 04 07 04 07 05 07 04 07 05 07 05 07 04 07 04 07 05 07 04 07 04 06 05 07 05 07 05 07 05 07 04 07 05 07 04 07 04 07 05 08 05 07 04 07 05 07 05 07 05 07 
