17 18 1F 23 2A 2B 33 35 51 5B 78 79 73 6D 50 47 33 2F 26 23 1F 1F 19 15 14 12 11 12 12 12 15 17 1C 1E 27 28 30 30 3A 3E 56 5F 76 79 77 6E 5E 56 40 35 30 2A 25 24 1F 1C 19 17 13 12 13 11 13 11 13 14 17 16 1D 1E 25 26 2D 2D 33 34 3F 48 62 67 79 7A 6F 68 56 4F 3F 38 2F 2D 29 26 23 20 1E 1B 19 17 14 12 11 10 11 10 11 10 11 12 13 12 15 16 19 1B 20 21 25 26 2A 2B 2C 2B 30 33 3E 44 57 5E 78 7B 8B 89 84 7A 64 58 45 3C 30 2E 29 27 24 22 22 21 22 20 1D 1A 19 17 15 15 12 12 10 11 10 10 10 0F 0E 0E 0E 0E 0F 0F 10 0E 0F 0F 0F 10 0F 10 11 10 12 12 12 13 16 15 16 16 18 19 19 1A 1C 1A 1E 1B 1D 1D 1C 1D 1D 1B 1C 1B 1D 1C 1E 1D 1F 1F 20 20 25 23 26 27 2B 2B 30 2E 33 30 35 35 34 36 36 34 31 30 31 2F 2F 2D 2B 2A 28 26 24 24 22 20 1F 1D 1E 1D 1A 19 19 19 17 16 16 14 16 15 14 13 13 13 12 11 11 10 11 10 0F 0F 0F 0F 0E 0D 0E 0D 0D 0D 0D 0C 0C 0C 0C 0C 0D 0C 0B 0A 0C 0B 0A 0A 0B 0A 0B 0A 0B 0A 09 0A 09 09 09 0A 09 09 09 09 09 08 09 08 09 09 09 08 09 08 09 08 09 08 08 08 08 08 08 08 08 07 08 08 08 07 07 07 08 07 07 07 08 07 07 07 08 07 07 07 07 06 07 06 07 06 08 07 07 07 07 07 06 07 07 07 07 07 07 07 07 07 07 07 07 07 07 06 08 07 07 07 07 07 07 07 07 07 07 06 07 06 08 07 07 07 08 06 08 07 07 07 07 07 07 07 07 07 07 06 07 06 06 07 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 06 07 07 06 07 07 06 07 07 07 07 07 07 07 06 07 07 07 06 07 06 07 06 06 06 07 06 07 06 07 06 07 06 06 07 07 06 07 06 07 06 07 06 07 06 08 06 07 06 07 06 07 06 08 06 07 07 06 06 07 07 07 06 07 06 07 06 07 06 07 06 07 07 06 06 06 06 06 06 07 06 07 07 07 07 07 06 07 07 07 06 07 06 07 07 06 07 06 07 07 06 07 06 07 07 07 07 07 06 07 07 06 06 07 06 06 06 07 06 07 06 07 06 06 06 08 06 07 06 06 06 07 06 07 06 07 06 07 06 06 06 07 07 07 06 07 06 07 06 07 06 07 06 06 06 07 06 07 07 07 06 07 06 07 06 06 06 07 07 08 06 08 06 07 06 07 06 07 07 07 06 08 07 07 06 07 07 07 06 08 07 07 06 07 06 06 06 07 06 07 06 06 07 07 06 07 06 06 07 07 07 08 07 07 06 07 07 
19 1C 24 25 2D 2D 3A 43 63 72 78 7B 68 61 41 39 2C 28 22 20 1C 19 16 14 12 11 12 11 14 14 18 1A 22 22 2A 2C 32 34 46 4A 6B 74 7B 77 6C 65 50 45 36 30 29 26 21 26 1B 19 15 14 12 12 12 11 12 12 14 15 19 1D 1F 24 29 2A 2F 30 3A 3D 54 5C 75 77 79 73 63 5D 46 42 36 32 2B 2A 24 22 1F 1E 1A 19 16 14 12 12 11 11 12 10 11 11 12 12 14 15 17 19 1C 1E 24 25 28 2B 2D 2D 2F 32 3C 43 53 56 70 7A 8A 8C 87 81 67 5C 44 3E 33 31 29 27 25 25 24 22 21 20 1D 1C 19 18 15 14 12 12 11 10 11 10 10 0F 0E 0F 0F 0E 0F 0E 0F 0F 0F 0F 10 0E 10 0F 11 11 12 12 12 13 16 15 17 17 1A 1A 1C 1B 1D 1D 1D 1C 1D 1C 1D 1E 1C 1C 1E 1D 20 1C 21 1F 22 23 26 26 2A 2C 2E 2F 34 33 35 38 3A 3A 3B 3D 3C 39 36 38 34 35 30 2F 2D 2C 29 28 25 25 21 21 1E 1E 1B 19 1A 19 19 17 16 15 16 15 13 13 14 13 13 11 11 10 10 10 10 0F 0F 0F 0F 0F 0E 0E 0D 0E 0C 0D 0D 0C 0D 0C 0C 0B 0C 0C 0C 0B 0B 0B 0B 0A 0B 0A 0A 0A 0A 0A 0A 09 0A 0A 0A 09 09 09 0A 0A 0A 09 09 08 09 09 09 08 09 09 09 08 09 09 08 08 08 08 08 07 08 07 08 07 08 07 08 07 07 07 07 07 07 07 07 06 07 07 07 06 07 07 07 06 07 07 07 06 07 06 07 07 06 06 07 06 06 06 07 06 07 06 07 06 07 06 07 06 07 07 07 06 07 06 07 06 07 06 07 06 07 06 07 07 07 06 06 07 07 07 07 06 07 07 06 07 07 06 06 05 07 06 07 06 07 06 07 07 07 06 06 05 06 06 06 06 06 06 07 06 07 06 06 06 06 07 07 06 07 06 06 06 07 06 07 07 06 06 07 06 07 06 07 06 07 06 06 07 06 06 06 06 06 05 07 06 06 06 07 07 07 06 07 06 06 06 07 06 07 06 06 06 07 06 06 06 06 06 06 06 06 06 07 06 07 06 06 06 07 06 07 06 06 06 06 06 07 06 06 06 06 06 06 06 06 06 06 06 06 06 07 06 06 07 06 06 07 06 07 06 07 06 06 07 06 06 06 07 07 06 07 06 07 07 06 06 06 06 06 06 07 06 06 06 06 06 06 06 06 06 06 07 06 06 07 06 07 06 07 06 06 06 06 06 06 06 06 06 07 06 06 06 07 06 07 06 06 06 06 06 06 06 06 06 06 07 07 06 06 06 07 06 07 07 06 06 06 06 06 06 07 06 07 06 06 06 07 06 07 07 07 07 07 07 07 06 06 05 06 07 07 06 07 06 07 06 06 06 06 06 08 06 07 06 08 07 07 06 06 06 
23 26 2C 2E 3C 41 66 70 7A 78 67 5E 43 3B 2D 2B 23 22 1B 1A 15 13 13 12 12 13 14 15 1A 19 22 23 2B 2B 32 36 47 4D 70 77 7B 79 6C 61 47 43 33 2F 2A 27 22 1F 1A 18 16 13 13 11 12 12 13 13 17 16 1B 1D 24 24 2B 2B 32 32 3F 44 5D 67 7C 7E 72 6B 56 53 41 3C 32 2E 2B 27 23 21 1E 1C 17 16 14 13 13 12 11 11 12 11 12 11 13 13 16 17 1B 1D 22 23 28 27 2C 2B 31 30 3A 3E 50 57 6E 79 88 88 8D 84 6D 64 48 43 34 31 2B 29 26 26 25 24 23 21 1F 1D 1A 19 15 14 13 12 11 10 10 0F 0F 0F 10 0F 0F 0F 10 0F 10 0F 10 0F 11 10 12 11 14 13 15 15 18 17 1A 1B 1D 1C 1E 1E 1F 1F 20 20 1E 1E 1E 1F 1F 20 22 22 25 25 28 28 2F 2E 36 36 3B 3D 43 43 4A 48 4D 47 4A 45 44 40 3E 3A 38 35 2F 2E 2B 29 27 25 22 21 1F 1F 1C 1B 19 19 19 18 17 16 16 15 15 15 14 13 13 13 12 11 11 12 11 10 10 10 10 0F 10 11 10 0F 0E 0E 0F 0E 0E 0E 0E 0D 0D 0C 0C 0C 0C 0C 0D 0C 0C 0C 0C 0B 0B 0B 0B 0A 0B 09 0B 0A 0A 09 09 0A 0A 09 09 09 0A 09 09 09 0A 09 0A 09 0A 0A 0A 09 0A 09 0A 09 09 09 09 09 09 08 09 08 09 08 09 08 09 08 09 08 09 08 08 08 08 06 07 07 08 07 08 07 07 07 07 07 08 08 07 07 07 07 07 07 07 07 08 06 07 07 07 07 08 07 07 07 07 07 07 06 07 07 08 07 07 07 07 07 07 07 08 07 07 07 07 07 07 07 07 07 08 07 07 07 07 06 07 06 07 07 07 06 08 07 07 07 07 06 07 07 07 07 07 07 07 06 07 06 07 07 07 06 07 07 07 07 07 06 07 06 06 07 07 06 07 07 07 07 07 06 07 06 07 06 07 06 07 06 07 07 07 07 07 07 07 07 08 07 07 06 07 06 07 06 06 07 07 06 07 06 07 06 06 06 06 07 07 06 08 06 07 06 07 06 07 06 08 07 07 07 07 06 07 07 07 07 07 06 06 07 06 06 07 07 07 06 07 07 07 07 07 06 07 06 08 07 07 07 07 06 07 07 07 06 07 06 07 06 06 06 07 07 07 06 07 07 07 07 07 07 07 06 07 07 07 07 07 07 07 06 07 07 07 06 07 06 07 06 07 07 06 06 07 07 07 06 07 07 07 07 07 07 07 06 08 07 07 06 07 06 08 07 07 07 07 07 07 06 06 08 07 06 06 07 07 06 07 07 07 07 07 07 07 07 07 07 07 07 07 06 07 07 07 06 07 07 07 07 07 07 07 06 07 06 07 07 07 06 07 06 07 07 07 07 08 07 07 07 07 07 07 07 08 07 
28 28 2F 32 47 54 75 7B 74 74 54 4D 37 30 28 26 20 1E 1A 16 14 14 13 13 13 13 15 16 1D 1E 26 27 2E 30 39 3E 59 60 7A 7E 72 71 57 4F 3B 37 2D 2B 24 21 1E 1B 17 15 14 12 12 12 13 11 14 15 17 19 21 21 29 2A 2F 30 37 3D 4E 5B 71 75 79 73 65 5C 4A 44 37 34 2B 27 26 23 21 1D 1C 19 16 14 13 12 12 11 10 11 12 11 12 13 16 16 1A 1B 21 22 27 27 2C 2C 2E 2F 38 3A 48 4F 67 70 81 83 8D 86 72 6A 4E 48 38 33 2D 2B 28 25 25 26 23 21 20 1E 1B 19 16 15 12 12 11 10 10 10 0F 10 10 0F 0F 0E 0F 0F 10 0F 10 10 11 11 11 11 13 13 15 16 16 17 1A 1B 1C 1D 1F 1F 21 20 1F 1F 20 21 21 21 21 21 23 23 27 29 2D 2D 34 38 3C 41 45 48 4B 4A 4F 4E 4E 4D 47 47 41 3F 39 37 32 2F 2C 28 26 25 22 22 1D 1D 1D 1B 1B 19 18 18 17 17 16 16 15 15 13 14 13 12 13 11 12 12 10 11 10 10 10 10 10 0F 10 10 0F 0E 0E 0F 0E 0E 0E 0D 0E 0D 0D 0D 0D 0C 0D 0D 0C 0B 0B 0B 0B 0C 0B 0B 0B 0A 0A 0A 0B 0A 0A 09 09 09 09 0A 0A 09 09 09 09 08 0A 08 09 09 09 09 09 08 09 08 09 09 09 08 0A 09 08 09 08 08 08 08 08 08 08 08 08 08 08 08 08 08 07 07 07 08 08 07 08 07 07 07 08 07 08 07 07 07 07 06 07 07 07 07 07 07 07 06 06 06 07 06 07 07 07 06 07 06 07 07 06 06 06 06 07 06 07 06 06 06 07 06 07 07 07 06 07 07 07 06 07 06 07 07 07 07 07 06 07 06 08 06 07 07 07 06 07 06 06 06 06 06 06 07 07 06 07 06 07 06 07 07 07 06 06 06 06 06 06 06 06 06 07 06 06 06 06 06 07 06 07 06 07 07 07 06 06 07 06 06 07 06 07 06 07 06 06 06 06 06 06 06 07 07 07 06 06 06 06 06 07 06 06 06 06 06 06 06 07 06 06 06 06 07 06 06 07 08 06 07 07 06 06 06 07 07 07 07 07 06 06 06 07 06 07 06 07 06 06 06 07 07 07 07 06 06 07 06 06 06 07 06 07 06 06 06 07 07 06 06 06 07 07 06 06 06 07 06 07 06 06 06 06 07 06 06 06 06 07 05 06 06 06 07 06 06 06 07 07 06 06 07 06 06 07 06 07 06 07 06 07 07 06 06 07 07 07 07 06 06 07 06 06 06 07 06 07 06 07 06 06 07 06 06 07 07 07 07 07 06 06 06 06 06 07 06 06 07 07 06 06 06 06 07 06 07 07 06 07 06 06 07 06 06 07 06 06 06 07 07 06 07 07 06 07 06 07 06 07 07 07 07 07 07 
30 32 45 4F 79 7F 78 71 5D 4F 38 33 27 24 23 1E 1A 17 13 13 12 11 12 13 16 16 1D 1E 26 29 2F 32 3B 42 5B 66 7E 7D 76 6D 5B 50 3E 35 2D 2C 25 22 1D 1B 17 16 14 12 13 13 14 13 16 15 1B 1C 23 22 2B 2C 32 34 3F 43 5A 67 7A 7B 75 6D 60 53 47 3F 34 2F 2B 28 23 23 1E 1C 18 17 15 13 11 11 12 12 12 12 12 13 16 15 18 18 1F 20 25 27 29 2C 2E 2F 35 36 44 48 65 6B 86 88 8A 87 77 72 58 4F 3A 38 2F 2C 29 27 25 25 23 21 1F 1D 1C 1A 16 15 15 13 12 11 11 10 10 10 10 10 10 0F 11 0F 11 10 12 12 13 13 13 14 16 16 19 19 1A 1A 1F 1E 21 23 21 20 23 20 22 22 21 23 25 27 29 29 2E 2F 37 39 41 42 4F 54 57 59 5F 5C 5B 57 51 4D 45 42 3D 39 31 2F 2B 29 25 22 21 20 1E 1E 1D 1B 1B 1A 1A 17 19 16 17 16 16 16 16 15 15 15 14 13 13 12 13 13 13 10 13 11 12 11 10 10 10 0F 0F 0F 10 0E 0E 0E 0E 0E 0D 0E 0E 0C 0E 0D 0D 0D 0C 0C 0D 0C 0C 0C 0C 0B 0C 0B 0C 0C 0C 0B 0B 0B 0B 0A 0B 0A 0B 0A 0A 09 0A 0A 0A 09 09 09 09 09 0A 0A 09 09 09 09 09 09 0A 09 09 08 09 08 09 08 09 0A 0A 09 09 08 09 08 09 08 09 08 09 08 08 08 09 08 08 08 08 07 08 07 08 07 08 08 08 08 08 07 08 07 08 08 08 08 08 07 07 06 07 07 07 07 07 07 07 06 07 07 08 07 07 07 07 07 07 07 07 07 07 06 08 07 08 07 08 06 07 07 07 06 07 07 08 07 08 07 08 07 08 07 08 08 07 07 07 07 06 07 08 07 07 07 07 06 07 07 08 06 07 07 07 06 07 06 07 07 07 07 07 06 08 07 07 07 07 06 07 07 07 07 07 07 07 06 08 07 07 07 07 07 07 07 07 07 07 06 07 06 07 07 07 06 06 07 07 06 08 06 07 06 07 07 07 07 07 06 07 06 07 07 07 06 07 06 07 06 08 07 07 07 07 06 07 07 07 07 07 07 07 07 07 06 07 06 07 06 07 06 07 07 07 07 07 07 07 06 07 06 07 06 07 06 07 07 07 07 07 07 07 07 07 06 07 06 07 06 07 07 07 06 07 06 07 07 06 07 07 06 07 06 07 06 07 08 07 07 07 07 07 06 07 06 07 06 07 07 07 06 07 07 07 06 07 07 08 06 07 07 07 07 07 06 07 06 07 07 07 06 07 06 08 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 06 07 07 07 07 07 07 07 07 07 07 08 08 07 07 07 07 07 06 08 06 06 07 07 07 07 06 07 06 07 07 08 07 08 07 07 07 
32 38 56 65 7E 7E 6D 64 49 3F 2E 2B 25 22 1D 1B 16 16 12 12 12 11 13 14 18 19 21 23 29 2C 34 36 44 50 71 76 78 78 66 5F 4A 43 34 30 27 26 1F 1E 19 18 15 13 12 12 12 12 14 13 16 18 1E 20 27 27 2D 2F 37 3B 4B 52 6C 72 7A 77 66 61 4C 47 39 35 2D 2B 26 23 20 20 1A 19 16 15 13 12 11 11 11 11 11 11 13 14 17 17 1B 1C 23 23 2A 2B 2E 2F 33 36 40 44 59 64 7B 88 8D 8E 7D 78 5E 55 42 3D 31 2D 29 28 26 24 24 21 21 1E 1E 1A 16 16 13 13 12 10 11 0F 10 10 10 10 10 0F 0F 0F 10 10 11 11 12 13 12 13 15 15 19 19 1B 1B 20 1F 23 21 22 23 21 22 23 22 23 23 24 26 2B 2E 33 35 3B 41 4A 50 59 5B 5E 61 5E 5E 59 56 4C 4A 43 3D 35 31 2D 2C 27 27 22 22 1F 1E 1C 1C 1C 1B 1A 18 19 17 18 18 17 17 15 15 16 15 14 14 13 12 12 11 12 10 11 10 10 10 10 0F 0E 0F 0E 0E 0E 0E 0D 0E 0E 0D 0E 0C 0D 0C 0C 0C 0C 0B 0C 0C 0C 0B 0B 0A 0C 0B 0B 0B 0C 0A 0B 0A 0B 0A 0A 0A 0A 0A 0A 0A 0A 0B 0A 0A 0A 09 09 09 09 08 09 08 09 08 09 08 08 08 08 09 08 08 09 08 08 07 08 08 08 08 09 08 08 07 08 09 09 08 08 08 08 08 09 08 09 08 09 07 08 07 08 07 07 08 07 07 08 07 08 07 08 07 08 07 08 08 07 07 07 07 07 06 07 06 07 06 07 07 07 07 07 06 07 06 07 07 07 07 07 07 06 07 07 06 07 06 07 06 06 06 07 07 07 06 07 06 07 07 07 06 07 06 07 07 07 06 07 07 06 06 06 07 07 06 07 06 06 06 06 06 06 06 06 06 07 06 06 06 06 06 06 06 06 07 06 06 06 06 07 06 06 05 07 06 07 06 07 07 06 06 07 07 06 07 06 07 06 07 06 06 06 06 07 06 06 06 06 06 07 06 07 05 07 06 06 06 06 06 07 06 06 06 06 06 07 06 07 06 07 06 06 06 07 06 06 06 06 06 06 06 07 06 06 06 07 06 07 06 07 06 07 06 06 06 06 06 06 06 07 06 07 06 06 07 07 06 07 06 07 06 06 06 07 06 07 06 07 06 07 06 06 06 07 06 06 07 06 06 06 05 06 06 06 06 06 06 07 06 07 07 06 06 06 06 06 06 06 06 06 06 06 06 07 06 07 06 07 06 07 06 07 07 06 06 06 06 07 06 06 06 07 06 06 07 06 06 06 06 07 06 07 07 07 07 06 06 07 06 06 06 07 06 07 06 06 07 06 06 07 06 07 06 07 06 06 06 07 06 06 06 06 06 07 06 06 07 07 06 06 06 07 06 07 07 06 07 07 06 
59 62 7E 7E 6D 67 4B 40 30 2D 27 24 1F 1C 16 17 13 12 12 12 14 15 19 1A 23 24 2C 2D 35 37 49 52 74 7B 79 74 66 5D 45 40 32 2E 28 26 1F 1C 19 18 15 14 13 12 13 14 14 15 19 1A 21 24 2A 2A 30 32 3D 40 57 5E 76 79 79 72 63 57 49 43 36 33 2E 29 25 23 1F 1D 18 17 15 13 13 12 12 11 13 13 14 13 17 16 19 1A 20 20 29 2A 2E 2F 32 32 3C 41 55 59 75 7B 88 89 85 81 6A 60 48 41 37 33 2C 2B 27 26 26 23 23 1F 1D 1B 18 16 15 13 12 11 11 10 10 10 10 10 11 10 10 11 10 11 12 12 13 14 15 17 18 18 1C 1E 1F 22 21 23 24 24 24 25 24 26 26 26 2B 2B 30 33 39 3E 48 4B 56 5E 68 66 6D 68 62 62 5A 54 4C 46 3B 38 31 2F 2B 27 24 23 21 20 20 1F 1C 1C 1B 1B 1A 1A 1A 1A 19 17 18 18 16 16 15 15 15 14 13 14 12 11 12 10 10 0F 10 10 10 0F 0F 0D 0F 0D 0E 0D 0D 0D 0D 0C 0C 0C 0B 0B 0D 0B 0B 0C 0C 0A 0C 0A 0B 0B 0B 09 0A 0A 0B 0A 0A 0A 0A 0A 0A 09 0A 09 0A 09 0A 0A 0A 09 09 0A 0A 0A 0A 0A 0A 09 0A 0A 09 0A 0A 09 09 09 09 09 09 08 09 09 09 09 09 09 0A 08 0A 08 08 08 09 09 08 09 09 08 08 09 09 08 09 08 09 08 09 09 09 08 09 08 09 08 09 08 08 08 08 08 08 08 08 07 08 07 08 07 08 08 08 08 07 07 08 07 08 08 08 07 08 07 07 07 07 07 08 07 07 07 07 07 07 08 08 07 08 07 08 07 08 07 07 07 07 07 08 06 08 07 08 07 08 07 08 07 08 08 08 07 08 07 08 06 07 07 08 07 08 07 08 07 07 07 07 07 07 07 08 07 07 07 08 07 07 06 08 07 07 07 07 06 07 07 07 07 07 07 08 06 07 06 07 07 08 07 08 07 07 07 08 07 08 07 07 07 07 07 07 07 08 07 07 06 07 06 07 06 07 07 08 07 07 07 07 07 08 07 07 07 08 06 07 07 08 07 07 07 07 07 07 06 07 06 08 06 07 07 07 07 07 07 07 07 07 07 07 06 08 06 07 07 07 07 07 06 08 07 07 06 07 07 07 06 07 07 08 07 07 06 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 08 07 07 07 08 06 07 07 07 07 07 07 07 07 08 06 07 07 06 06 07 07 07 07 07 07 08 06 07 06 07 07 07 07 07 06 07 06 07 06 07 07 07 07 08 07 07 07 07 06 07 07 07 06 07 07 07 07 07 07 07 07 08 07 07 07 08 07 07 07 08 07 07 07 08 08 08 06 08 07 07 07 08 07 07 07 08 07 
6C 78 7D 77 60 54 3D 35 2A 27 22 1F 1B 19 14 12 11 13 13 14 16 16 1C 1E 27 29 2F 31 39 42 5A 69 7F 7E 76 6D 58 4F 3D 38 2C 28 22 20 1C 1A 17 14 14 12 13 12 14 13 16 16 1C 1D 25 26 2C 2E 37 37 46 4F 6A 74 7A 79 6A 64 51 4A 3D 3A 2E 2B 27 26 21 1F 1B 1A 15 15 13 12 11 11 11 11 12 12 13 15 17 18 1E 1F 25 28 2B 2B 30 2F 38 3C 47 4F 69 72 8A 8B 89 86 75 68 51 49 38 35 2D 2D 29 28 26 25 22 22 1D 1B 18 16 14 13 12 11 10 11 10 10 10 0F 10 0F 10 11 10 11 12 11 14 13 15 15 18 19 1B 1D 22 22 24 23 24 24 25 25 24 24 28 27 2B 2C 31 35 40 43 4F 52 61 62 6C 6B 6C 69 63 60 54 4D 44 3E 36 34 2D 2B 27 25 22 22 1F 20 1D 1C 1C 1C 1B 1A 1A 19 19 18 18 17 17 16 15 14 13 14 13 13 11 11 11 11 10 0F 0F 0F 10 0E 0D 0D 0D 0D 0D 0D 0C 0B 0D 0D 0C 0C 0B 0A 0B 0C 0A 0B 0B 0A 0B 0B 0B 0A 0A 09 0A 09 0A 0A 0A 09 0A 09 09 09 09 09 0A 08 0A 09 09 08 09 09 08 08 08 09 09 09 09 08 09 09 09 09 0A 08 08 09 09 08 09 08 09 08 09 08 09 08 09 08 08 09 08 09 08 08 08 08 08 08 09 07 08 09 08 07 08 08 08 08 08 08 08 08 08 08 09 08 08 08 08 08 08 07 07 08 08 07 08 07 08 08 08 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 07 06 07 06 07 07 07 06 07 07 06 07 07 06 07 06 06 06 07 06 06 06 06 06 07 06 07 06 07 07 08 06 07 07 07 07 07 07 07 06 07 06 07 07 07 07 07 06 07 06 07 07 07 06 06 06 06 07 07 06 06 06 07 06 06 06 07 06 06 06 07 07 07 06 07 06 06 06 07 07 06 06 07 07 07 06 07 06 06 06 06 06 06 06 07 06 07 07 07 06 06 06 07 06 06 06 06 06 06 06 06 06 06 06 06 06 07 06 07 06 06 06 06 06 07 06 07 06 06 06 07 06 06 06 07 06 07 06 07 06 06 06 06 06 07 06 07 06 07 06 07 06 07 07 07 06 06 07 07 06 06 06 06 06 06 06 06 06 06 07 07 06 07 06 07 06 06 06 07 06 07 06 06 06 07 07 07 06 07 07 07 06 07 06 06 06 07 06 07 06 06 06 06 07 06 07 07 07 07 06 07 06 07 06 06 06 06 07 06 06 07 06 06 06 07 06 06 07 07 06 07 06 07 07 07 07 06 07 06 06 07 06 06 06 06 06 07 06 07 06 07 07 06 06 07 07 07 06 06 07 07 06 07 06 06 07 07 06 07 06 06 06 07 07 
79 7B 65 58 3E 38 2C 29 23 20 1B 1A 16 15 12 13 14 13 16 15 1D 1D 28 28 30 30 3C 41 5D 6A 82 82 75 6B 58 4E 3C 33 2B 2A 23 1F 1D 1A 16 15 14 12 12 12 15 14 18 17 1E 20 27 2A 2E 31 36 3B 4A 55 73 77 7E 7A 66 61 4E 47 39 36 2F 2A 27 23 1F 1D 1A 19 16 13 13 12 12 12 11 12 13 14 16 17 1A 1D 22 24 2A 29 2E 2E 35 34 41 44 60 65 7F 84 8A 86 7D 72 5B 53 40 3A 31 2F 29 28 26 27 23 21 1F 1B 1A 18 15 14 14 13 11 11 10 0F 11 0F 11 10 10 11 12 11 12 13 14 14 17 19 1A 1A 1F 21 24 24 26 26 26 25 26 26 29 29 2D 2E 32 35 41 44 52 5A 67 6A 73 75 74 6F 68 61 54 4F 44 3C 36 34 2C 2B 26 25 21 22 20 1E 1E 1E 1C 1C 1C 1B 1B 1A 19 19 18 17 17 16 16 13 13 13 12 11 10 10 11 10 0E 0F 0F 0D 0D 0D 0D 0D 0E 0C 0D 0C 0D 0C 0C 0C 0B 0B 0C 0B 0B 0B 0B 0A 0B 0A 0B 0B 0A 0B 0B 0B 0B 0A 0A 09 0B 09 0B 0A 0A 09 09 09 09 0A 0A 09 0A 08 09 08 09 08 09 08 09 08 08 08 08 08 09 08 09 08 09 08 09 08 09 08 09 08 08 08 08 08 09 08 08 09 09 09 09 08 09 08 09 09 09 08 09 08 08 09 08 08 08 08 09 08 08 08 08 08 08 08 08 07 08 07 08 08 09 08 09 08 08 07 09 08 09 08 08 08 08 07 08 07 08 07 08 08 08 07 08 07 09 07 07 07 07 07 07 07 07 07 08 07 07 06 08 07 08 07 07 07 07 07 07 06 07 07 07 06 07 07 07 06 07 07 07 06 08 06 07 07 07 07 08 06 07 07 07 08 08 07 07 07 07 06 07 06 07 06 07 07 07 07 08 06 07 06 06 07 07 07 07 07 08 06 07 07 07 07 07 06 07 07 07 07 07 06 08 07 07 06 07 07 07 07 07 06 07 07 07 07 07 07 06 06 06 07 06 06 07 05 07 06 06 06 07 06 07 06 07 06 09 07 07 06 07 06 07 06 07 07 07 07 07 06 07 07 07 07 07 06 07 06 07 06 07 07 07 06 07 06 07 06 07 07 07 07 07 06 07 06 09 07 07 07 07 06 07 06 07 07 07 07 07 06 07 06 07 06 07 07 07 07 07 07 07 06 07 06 07 07 06 07 08 06 07 07 08 07 07 07 07 06 08 07 06 06 07 07 07 06 07 06 07 06 07 06 08 06 07 07 07 07 07 06 08 06 07 07 07 06 07 06 07 07 07 06 07 06 07 07 07 07 08 07 07 06 07 07 07 07 07 06 07 07 07 06 07 07 07 07 07 08 07 07 07 07 07 07 07 06 08 06 07 06 07 07 07 07 07 07 07 07 
73 6D 52 48 35 31 28 24 20 1D 18 17 13 11 12 12 13 14 17 18 20 23 2A 2D 33 36 48 51 6D 76 7E 79 67 5C 48 42 3E 2C 26 25 20 1E 19 17 15 13 12 13 13 12 14 16 1A 1B 22 25 2A 2E 34 35 43 48 63 6E 7B 7B 6E 66 56 51 41 3D 33 2E 28 26 21 20 1B 1B 16 15 13 12 12 12 12 11 11 12 15 17 18 19 1F 21 26 28 2E 2C 32 33 3B 40 55 5A 78 7B 8B 8D 83 81 64 5B 46 3F 35 32 2B 2A 27 26 24 24 20 1E 19 18 15 14 15 13 12 11 10 10 10 10 10 0F 11 10 11 11 11 12 14 14 15 16 1C 1B 1F 1F 24 24 27 27 27 26 26 27 28 29 2E 2D 39 3A 45 4B 56 5B 6A 74 76 7A 75 71 62 5C 50 48 3D 3A 32 2E 29 28 24 22 21 20 1F 1F 1D 1E 1C 1D 1C 1B 1B 1A 18 18 16 16 15 13 13 12 11 11 11 10 10 0F 0F 0E 0E 0D 0E 0D 0D 0C 0C 0C 0D 0D 0C 0B 0C 0C 0B 0B 0C 0B 0B 0A 0B 0B 0A 0B 0B 0B 0A 0A 0A 0A 0A 0A 0A 0A 0A 0A 09 0A 09 09 09 09 09 09 09 09 09 08 09 08 0A 09 08 08 09 08 08 08 09 08 08 07 08 07 08 08 08 08 08 07 08 08 08 07 08 08 08 07 08 07 08 07 08 07 08 07 08 07 09 07 08 08 08 08 08 07 08 08 08 07 08 08 08 08 08 07 08 08 08 08 08 09 08 07 08 07 08 07 08 08 08 07 08 07 07 07 08 07 08 07 07 07 08 07 08 08 07 06 07 07 08 07 07 06 07 07 07 06 07 06 07 06 07 06 07 06 06 06 07 07 07 06 07 06 07 06 07 06 06 06 06 05 07 06 07 06 07 06 07 06 07 06 07 07 07 07 07 07 07 06 06 07 07 07 07 07 07 07 07 06 07 06 07 06 06 06 06 06 07 06 07 06 06 06 07 05 07 06 07 06 07 06 07 07 06 06 06 05 07 07 07 06 07 06 06 06 06 06 07 06 07 06 06 06 07 06 07 06 07 06 06 06 06 06 06 05 06 06 07 06 07 06 06 06 07 06 07 06 06 06 06 06 07 06 06 06 07 06 07 06 06 06 07 06 06 06 06 06 06 06 06 06 07 06 07 06 07 06 07 06 06 06 06 06 07 07 07 06 07 06 06 06 07 06 07 06 06 06 07 06 07 06 06 06 07 06 06 06 06 06 07 06 07 06 07 07 06 06 07 06 07 06 06 06 07 06 07 06 07 06 06 07 07 06 06 06 06 06 06 06 07 07 07 06 07 06 06 06 07 06 07 06 06 06 07 06 07 06 06 06 07 06 07 06 07 06 06 06 06 06 07 07 07 06 06 06 06 07 06 06 07 06 07 07 07 07 06 07 06 06 06 06 07 06 06 06 06 06 07 07 07 07 
